,precision,recall,f1-score,support
currency,0.5,1.0,0.6666666666666666,1.0
jobs,0.9523809523809523,0.8333333333333334,0.888888888888889,24.0
macro,1.0,0.75,0.8571428571428571,16.0
market,1.0,1.0,1.0,9.0
none,0.9230769230769231,0.9795918367346939,0.9504950495049506,49.0
other,0.0,0.0,0.0,0.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.3333333333333333,0.5,0.4,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048
macro avg,0.7176434676434676,0.7847694633408919,0.7355929243718022,105.0
weighted avg,0.9286150357578928,0.9047619047619048,0.9110473496329227,105.0
