,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,1.0,0.8571428571428571,0.9230769230769231,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.8,0.8,0.8,5.0
macro,1.0,0.8695652173913043,0.9302325581395349,23.0
market,1.0,0.8,0.8888888888888888,20.0
none,0.8,1.0,0.8888888888888888,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,1.0,0.5,0.6666666666666666,2.0
accuracy,0.8725490196078431,0.8725490196078431,0.8725490196078431,0.8725490196078431
macro avg,0.6599999999999999,0.5826708074534162,0.6097753925660903,102.0
weighted avg,0.8823529411764706,0.8725490196078431,0.8678779800530827,102.0
