,precision,recall,f1-score,support
currency,0.5,1.0,0.6666666666666666,1.0
jobs,0.9375,0.625,0.75,24.0
macro,1.0,0.75,0.8571428571428571,16.0
market,1.0,1.0,1.0,9.0
none,0.8135593220338984,0.9795918367346939,0.888888888888889,49.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.0,0.0,0.0,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8476190476190476,0.8476190476190476,0.8476190476190476,0.8476190476190476
macro avg,0.7501324152542372,0.7943239795918368,0.7524801587301587,105.0
weighted avg,0.8677562550443906,0.8476190476190476,0.8429327286470143,105.0
