,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,0.7272727272727273,1.0,0.8421052631578948,8.0
interest,0.3333333333333333,1.0,0.5,1.0
jobs,0.9642857142857143,1.0,0.9818181818181818,27.0
macro,1.0,0.9090909090909091,0.9523809523809523,11.0
market,1.0,0.9285714285714286,0.962962962962963,14.0
none,0.9814814814814815,0.8983050847457628,0.9380530973451328,59.0
other,0.0,0.0,0.0,0.0
prices,0.75,1.0,0.8571428571428571,3.0
wages,1.0,0.875,0.9333333333333333,8.0
accuracy,0.9318181818181818,0.9318181818181818,0.9318181818181818,0.9318181818181818
macro avg,0.7756373256373257,0.86109674224081,0.7967796648141315,132.0
weighted avg,0.9571563397320973,0.9318181818181818,0.9400517647991219,132.0
