,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,0.5,0.6666666666666666,2.0
interest,0.7142857142857143,1.0,0.8333333333333334,5.0
jobs,0.9761904761904762,1.0,0.9879518072289156,41.0
macro,0.84,0.84,0.84,25.0
market,0.0,0.0,0.0,0.0
none,0.90625,0.8787878787878788,0.8923076923076924,33.0
other,0.3333333333333333,0.5,0.4,2.0
prices,1.0,0.3333333333333333,0.5,3.0
retail,0.3333333333333333,1.0,0.5,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8760330578512396,0.8760330578512396,0.8760330578512396,0.8760330578512396
macro avg,0.736672077922078,0.6605824478551751,0.6472963181396916,121.0
weighted avg,0.9049709759937032,0.8760330578512396,0.8794945835471573,121.0
