,precision,recall,f1-score,support
currency,0.5,0.5,0.5,2.0
housing,1.0,0.5,0.6666666666666666,2.0
interest,0.7142857142857143,1.0,0.8333333333333334,5.0
jobs,0.9534883720930233,1.0,0.9761904761904762,41.0
macro,0.8518518518518519,0.92,0.8846153846153846,25.0
market,0.0,0.0,0.0,0.0
none,0.9666666666666667,0.8787878787878788,0.9206349206349206,33.0
other,1.0,0.5,0.6666666666666666,2.0
prices,1.0,0.3333333333333333,0.5,3.0
retail,0.3333333333333333,1.0,0.5,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8925619834710744,0.8925619834710744,0.8925619834710744,0.8925619834710744
macro avg,0.7563296307482354,0.6678551751279024,0.661949161949162,121.0
weighted avg,0.918959350883241,0.8925619834710744,0.894105894105894,121.0
