,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,0.8,1.0,0.8888888888888888,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9310344827586207,1.0,0.9642857142857143,27.0
macro,0.5263157894736842,0.9090909090909091,0.6666666666666666,11.0
market,1.0,0.5714285714285714,0.7272727272727273,14.0
none,0.9491525423728814,0.9491525423728814,0.9491525423728814,59.0
prices,0.0,0.0,0.0,3.0
wages,1.0,0.625,0.7692307692307693,8.0
accuracy,0.8787878787878788,0.8787878787878788,0.8787878787878788,0.8787878787878788
macro avg,0.8007225349561318,0.7838524469880402,0.773944145413072,132.0
weighted avg,0.8888439751416158,0.8787878787878788,0.8698168414077505,132.0
