,precision,recall,f1-score,support
currency,0.0,0.0,0.0,2.0
housing,0.8571428571428571,0.6,0.7058823529411764,10.0
interest,0.0,0.0,0.0,2.0
jobs,0.0,0.0,0.0,5.0
macro,1.0,0.5217391304347826,0.6857142857142856,23.0
market,0.8,0.4,0.5333333333333333,20.0
none,0.5789473684210527,0.9777777777777777,0.7272727272727273,45.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
macro avg,0.323609022556391,0.24995169082125607,0.2652202699261522,110.0
weighted avg,0.6693096377306904,0.6363636363636364,0.6020381044979976,110.0
