,precision,recall,f1-score,support
energy,1.0,0.3333333333333333,0.5,9.0
interest,1.0,1.0,1.0,4.0
jobs,1.0,0.8461538461538461,0.9166666666666666,13.0
macro,0.8333333333333334,1.0,0.9090909090909091,15.0
market,0.2857142857142857,1.0,0.4444444444444445,2.0
none,0.9594594594594594,0.9726027397260274,0.9659863945578231,73.0
other,1.0,0.5,0.6666666666666666,2.0
prices,1.0,1.0,1.0,4.0
wages,0.0,0.0,0.0,1.0
accuracy,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439
macro avg,0.7865007865007865,0.7391211021348008,0.7114283423807233,123.0
weighted avg,0.9358696675769845,0.9024390243902439,0.9007500758371837,123.0
