,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,0.7777777777777778,0.875,0.8235294117647058,8.0
interest,0.3333333333333333,1.0,0.5,1.0
jobs,0.9642857142857143,1.0,0.9818181818181818,27.0
macro,1.0,0.9090909090909091,0.9523809523809523,11.0
market,1.0,0.9285714285714286,0.9629629629629629,14.0
none,0.9491525423728814,0.9491525423728814,0.9491525423728814,59.0
prices,1.0,1.0,1.0,3.0
wages,1.0,0.75,0.8571428571428571,8.0
accuracy,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.9393939393939394
macro avg,0.8916165964188563,0.934646097781691,0.8918874342713935,132.0
weighted avg,0.951449013949014,0.9393939393939394,0.9425162198335103,132.0
