,precision,recall,f1-score,support
currency,0.0,0.0,0.0,0.0
energy,1.0,1.0,1.0,1.0
housing,0.8888888888888888,1.0,0.9411764705882353,8.0
interest,1.0,1.0,1.0,1.0
jobs,1.0,0.7407407407407407,0.851063829787234,27.0
macro,1.0,0.8181818181818182,0.9,11.0
market,1.0,0.9285714285714286,0.962962962962963,14.0
none,0.8732394366197183,0.9841269841269841,0.9253731343283582,63.0
prices,0.75,1.0,0.8571428571428571,3.0
wages,0.0,0.0,0.0,1.0
accuracy,0.9069767441860465,0.9069767441860465,0.9069767441860465,0.9069767441860465
macro avg,0.7512128325508607,0.7471620971620971,0.7437719254809647,129.0
weighted avg,0.9176371753345222,0.9069767441860465,0.9051128115082001,129.0
