58	1.0
410	1.0
44	1.0
195	1.0
286	1.0
409	1.0
950	1.0
530	1.0
654	1.0
952	1.0
879	1.0
124	1.0
199	1.0
16612	1.0
18190	1.0
19134	1.0
1311	1.0
13929	1.0
568	1.0
495	1.0
863	1.0
704	1.0
733	1.0
869	1.0
1482	1.0
2079	1.0
1458	1.0
6164	1.0
6006	1.0
10205	1.0
11040	1.0
7	1.0
31058	1.0
1263	1.0
16121	1.0
78753	1.0
4806	1.0
22064	1.0
40041	1.0
71054	1.0
4167	1.0
35182	1.0
1145	1.0
13995	1.0
16853	1.0
2825	1.0
19312	1.0
19642	1.0
32637	1.0
35362	1.0
56329	1.0
24673	1.0
245	1.0
5443	1.0
5800	1.0
2022	1.0
4934	1.0
5339	1.0
11913	1.0
14980	1.0
30465	1.0
3224	1.0
6200	1.0
1317	1.0
66	1.0
203	1.0
2075	1.0
11343	1.0
1550	1.0
24	1.0
35510	1.0
32870	1.0
58353	1.0
2159	1.0
39578	1.0
96354	1.0
17999	1.0
42133	1.0
91407	1.0
70397	1.0
52214	1.0
50838	1.0
6393	1.0
19782	1.0
37453	1.0
51228	1.0
8735	1.0
55292	1.0
29994	1.0
76649	1.0
76378	1.0
61044	1.0
64400	1.0
61198	1.0
46188	1.0
63507	1.0
87390	1.0
3989	1.0
15267	1.0
42091	1.0
46412	1.0
85751	1.0
8238	1.0
13915	1.0
88260	1.0
90411	1.0
26248	1.0
7402	1.0
7188	1.0
12832	1.0
11647	1.0
81914	1.0
65080	1.0
64368	1.0
73533	1.0
37368	1.0
20676	1.0
23424	1.0
14194	1.0
73198	1.0
42858	1.0
87347	1.0
28411	1.0
28258	1.0
29800	1.0
55779	1.0
21073	1.0
10975	1.0
87310	1.0
85898	1.0
40447	1.0
72739	1.0
54624	1.0
46919	1.0
92101	1.0
34279	1.0
71893	1.0
58401	1.0
46093	1.0
88747	1.0
82117	1.0
22128	1.0
27000	1.0
14424	1.0
55683	1.0
49862	1.0
28063	1.0
61624	1.0
93529	1.0
73212	1.0
88390	1.0
86041	1.0
45827	1.0
76369	1.0
6425	1.0
83514	1.0
65531	1.0
59610	1.0
18876	1.0
54130	1.0
29585	1.0
60670	1.0
77716	1.0
13607	1.0
81132	1.0
93473	1.0
88455	1.0
1746	1.0
52098	1.0
46180	1.0
86776	1.0
15283	1.0
95489	1.0
14981	1.0
77015	1.0
91360	1.0
