58	good	0.14410484
58	poor	0.5243295
58	none	0.3315658
135	good	0.121955946
135	poor	0.50027895
135	none	0.37776518
410	good	0.11492188
410	poor	0.6100775
410	none	0.2750007
439	good	0.19282708
439	poor	0.4010865
439	none	0.40608647
672	good	0.12109873
672	poor	0.53150535
672	none	0.34739596
44	good	0.24310254
44	poor	0.5010299
44	none	0.25586733
195	good	0.19354807
195	poor	0.48493913
195	none	0.32151285
258	good	0.23838545
258	poor	0.51570666
258	none	0.24590789
286	good	0.2587627
286	poor	0.47320566
286	none	0.2680318
950	good	0.202085
950	poor	0.58972156
950	none	0.20819353
530	good	0.2605887
530	poor	0.4820199
530	none	0.25739157
654	good	0.21053882
654	poor	0.5618677
654	none	0.22759351
952	good	0.31953824
952	poor	0.44576302
952	none	0.23469934
124	good	0.20379433
124	poor	0.5237576
124	none	0.27244818
199	good	0.238986
199	poor	0.51087165
199	none	0.25014257
16612	good	0.26058054
16612	poor	0.49737996
16612	none	0.24203968
18190	good	0.42975178
18190	poor	0.32313907
18190	none	0.24710886
19134	good	0.26545933
19134	poor	0.5032059
19134	none	0.23133472
1311	good	0.23982786
1311	poor	0.5173005
1311	none	0.24287194
86954	good	0.20524478
86954	poor	0.5213614
86954	none	0.27339393
863	good	0.24095494
863	poor	0.51740056
863	none	0.24164462
869	good	0.27643874
869	poor	0.47988603
869	none	0.24367541
993	good	0.47512716
993	poor	0.29252928
993	none	0.23234355
4031	good	0.22313148
4031	poor	0.5770607
4031	none	0.19980788
6164	good	0.2659709
6164	poor	0.49091393
6164	none	0.24311562
6006	good	0.23527928
6006	poor	0.53168404
6006	none	0.23303682
10205	good	0.2363389
10205	poor	0.5211268
10205	none	0.24253444
11040	good	0.23079613
11040	poor	0.5402545
11040	none	0.22894926
14431	good	0.23636633
14431	poor	0.53381824
14431	none	0.22981548
15674	good	0.20753379
15674	poor	0.6475032
15674	none	0.14496297
7	good	0.17365842
7	poor	0.5617492
7	none	0.2645924
85614	good	0.18504784
85614	poor	0.30365416
85614	none	0.51129806
89910	good	0.21932526
89910	poor	0.38330746
89910	none	0.39736706
1263	good	0.18197289
1263	poor	0.55321
1263	none	0.26481685
16121	good	0.15284123
16121	poor	0.44878766
16121	none	0.39837116
78753	good	0.30133197
78753	poor	0.36667162
78753	none	0.33199668
4255	good	0.27081797
4255	poor	0.42672598
4255	none	0.3024562
4806	good	0.28759634
4806	poor	0.39224198
4806	none	0.32016155
22064	good	0.23860312
22064	poor	0.46719813
22064	none	0.29419905
40041	good	0.16904545
40041	poor	0.4433893
40041	none	0.3875652
64028	good	0.27213088
64028	poor	0.44198537
64028	none	0.28588384
71054	good	0.27501678
71054	poor	0.4184754
71054	none	0.30650792
4167	good	0.29064897
4167	poor	0.38739967
4167	none	0.32195145
1145	good	0.5678073
1145	poor	0.26663673
1145	none	0.16555595
13995	good	0.2015439
13995	poor	0.5849128
13995	none	0.21354333
16853	good	0.2736452
16853	poor	0.49243537
16853	none	0.23391981
2825	good	0.53745264
2825	poor	0.29191217
2825	none	0.17063446
19312	good	0.4832013
19312	poor	0.2839896
19312	none	0.23280925
19497	good	0.2426213
19497	poor	0.518322
19497	none	0.23905694
19642	good	0.4934623
19642	poor	0.28980404
19642	none	0.2167336
56329	good	0.3985929
56329	poor	0.3258384
56329	none	0.2755691
515	good	0.010366678
515	poor	0.3897667
515	none	0.5998666
5443	good	0.06504363
5443	poor	0.417863
5443	none	0.5170934
5800	good	0.1426219
5800	poor	0.38924167
5800	none	0.46813667
4934	good	0.23640466
4934	poor	0.5248802
4934	none	0.23871526
5339	good	0.2564333
5339	poor	0.4720333
5339	none	0.27153337
14980	good	0.2841279
14980	poor	0.48318803
14980	none	0.23268417
30465	good	0.2522471
30465	poor	0.49942803
30465	none	0.24832502
75	good	0.50301754
75	poor	0.3021971
75	none	0.19478525
1671	good	0.10722675
1671	poor	0.39980823
1671	none	0.49296504
3439	good	0.0
3439	poor	0.45360005
3439	none	0.54639995
3224	good	0.22594543
3224	poor	0.5361253
3224	none	0.23792957
1317	good	0.0018666536
1317	poor	0.5861666
1317	none	0.41196665
66	good	0.013233326
66	poor	0.6264333
66	none	0.36033338
203	good	0.0819667
203	poor	0.64606667
203	none	0.27196664
2075	good	0.08717701
2075	poor	0.38632518
2075	none	0.52649784
11343	good	0.2710031
11343	poor	0.47159138
11343	none	0.2574058
1550	good	0.2619845
1550	poor	0.53585565
1550	none	0.20215988
24	good	0.18446417
24	poor	0.5391169
24	none	0.27641898
32870	good	0.16038711
32870	poor	0.6328025
32870	none	0.20681055
10250	good	0.14504232
10250	poor	0.6230635
10250	none	0.23189412
2159	good	0.11382877
2159	poor	0.627597
2159	none	0.25857425
39578	good	0.19042087
39578	poor	0.4784997
39578	none	0.33107948
96354	good	0.30321532
96354	poor	0.45660445
96354	none	0.24018055
17999	good	0.22913568
17999	poor	0.3895397
17999	none	0.38132456
42133	good	0.24334535
42133	poor	0.51569045
42133	none	0.24096462
91407	good	0.44066715
91407	poor	0.33758083
91407	none	0.2217522
70397	good	0.23048249
70397	poor	0.57175756
70397	none	0.19775996
52214	good	0.23669286
52214	poor	0.42033434
52214	none	0.34297293
56172	good	0.26811826
56172	poor	0.3783068
56172	none	0.35357514
50838	good	0.17139149
50838	poor	0.36117637
50838	none	0.46743226
6393	good	0.22976796
6393	poor	0.45475012
6393	none	0.3154823
19782	good	0.22907229
19782	poor	0.4882337
19782	none	0.2826941
37453	good	0.15217674
37453	poor	0.5721044
37453	none	0.27571768
51228	good	0.1622859
51228	poor	0.5319498
51228	none	0.30576432
55292	good	0.21536228
55292	poor	0.5853447
55292	none	0.19929317
73580	good	0.068121344
73580	poor	0.31482872
73580	none	0.61705
29994	good	0.25524932
29994	poor	0.3083675
29994	none	0.4363833
334	good	0.2502626
334	poor	0.46709284
334	none	0.2826446
16829	good	0.2290798
16829	poor	0.36377066
16829	none	0.40714955
26853	good	0.20751671
26853	poor	0.4909559
26853	none	0.3015275
582	good	0.22089525
582	poor	0.45558298
582	none	0.32352182
7277	good	0.19151941
7277	poor	0.47281936
7277	none	0.33566147
68959	good	0.23819137
68959	poor	0.4991104
68959	none	0.2626982
5419	good	0.18472709
5419	poor	0.5871998
5419	none	0.22807314
71631	good	0.06173572
71631	poor	0.5186076
71631	none	0.41965666
61646	good	0.24169262
61646	poor	0.5310678
61646	none	0.22723982
21481	good	0.17728685
21481	poor	0.52415884
21481	none	0.2985544
76649	good	0.20303044
76649	poor	0.5329163
76649	none	0.26405323
83682	good	0.3057531
83682	poor	0.46336895
83682	none	0.23087773
43627	good	0.21625039
43627	poor	0.5554528
43627	none	0.22829702
409	good	0.21545781
409	poor	0.5193036
409	none	0.26523858
6188	good	0.20077413
6188	poor	0.6062509
6188	none	0.19297504
879	good	0.45091802
879	poor	0.29467183
879	none	0.2544106
13929	good	0.31184348
13929	poor	0.41996056
13929	none	0.26819605
568	good	0.21124728
568	poor	0.59415007
568	none	0.19460262
495	good	0.16097361
495	poor	0.67274326
495	none	0.16628318
704	good	0.40382653
704	poor	0.32341182
704	none	0.27276176
733	good	0.41328186
733	poor	0.33237624
733	none	0.25434202
1482	good	0.47154588
1482	poor	0.30765432
1482	none	0.22079983
2079	good	0.13272719
2079	poor	0.54363286
2079	none	0.32364023
1458	good	0.24241753
1458	poor	0.5491271
1458	none	0.20845546
