,precision,recall,f1-score,support
currency,0.5,1.0,0.6666666666666666,1.0
jobs,0.9444444444444444,0.7083333333333334,0.8095238095238096,24.0
macro,1.0,0.75,0.8571428571428571,16.0
market,1.0,1.0,1.0,9.0
none,0.8571428571428571,0.9795918367346939,0.9142857142857143,49.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.3333333333333333,0.5,0.4,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8761904761904762,0.8761904761904762,0.8761904761904762,0.8761904761904762
macro avg,0.7981150793650794,0.8672406462585034,0.8130952380952381,105.0
weighted avg,0.896031746031746,0.8761904761904762,0.8760090702947845,105.0
