,precision,recall,f1-score,support
energy,1.0,0.3333333333333333,0.5,9.0
interest,1.0,0.75,0.8571428571428571,4.0
jobs,1.0,0.9230769230769231,0.9600000000000001,13.0
macro,0.8235294117647058,0.9333333333333333,0.8749999999999999,15.0
market,0.2857142857142857,1.0,0.4444444444444445,2.0
none,0.9726027397260274,0.9726027397260274,0.9726027397260274,73.0
other,1.0,0.5,0.6666666666666666,2.0
prices,0.6666666666666666,1.0,0.8,4.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8943089430894309,0.8943089430894309,0.8943089430894309,0.8943089430894309
macro avg,0.7498347893190762,0.7124829254966242,0.6750951897755552,123.0
weighted avg,0.931634442394844,0.8943089430894309,0.8939495418763711,123.0
