,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.6666666666666666,1.0,0.8,2.0
jobs,1.0,0.9130434782608695,0.9545454545454546,23.0
macro,0.6388888888888888,1.0,0.7796610169491526,23.0
market,1.0,0.6086956521739131,0.7567567567567568,23.0
none,0.9107142857142857,0.9622641509433962,0.9357798165137615,53.0
other,0.0,0.0,0.0,2.0
prices,1.0,0.5,0.6666666666666666,6.0
retail,0.0,0.0,0.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8592592592592593,0.8592592592592593,0.8592592592592593,0.8592592592592593
macro avg,0.7216269841269841,0.6984003281378179,0.6893409711431792,135.0
weighted avg,0.8762639623750734,0.8592592592592593,0.8480628483334128,135.0
