,precision,recall,f1-score,support
currency,0.6666666666666666,0.8,0.7272727272727272,5.0
energy,0.8,0.4,0.5333333333333333,10.0
housing,0.9090909090909091,1.0,0.9523809523809523,20.0
interest,1.0,0.8571428571428571,0.923076923076923,14.0
jobs,0.9181818181818182,0.926605504587156,0.9223744292237444,109.0
macro,0.9382716049382716,0.8837209302325582,0.9101796407185628,86.0
market,0.873015873015873,0.9322033898305084,0.9016393442622951,59.0
none,0.9518072289156626,0.9556451612903226,0.9537223340040242,248.0
other,0.2857142857142857,0.3333333333333333,0.30769230769230765,6.0
prices,0.6190476190476191,1.0,0.7647058823529412,13.0
retail,0.3333333333333333,0.25,0.28571428571428575,4.0
wages,0.9090909090909091,0.625,0.7407407407407406,16.0
accuracy,0.9067796610169492,0.9067796610169492,0.9067796610169492,0.9067796610169492
macro avg,0.7670183539996124,0.7469709313680614,0.7435694083977364,590.0
weighted avg,0.9109917790531771,0.9067796610169492,0.9055195835313592,590.0
