,precision,recall,f1-score,support
currency,0.5,1.0,0.6666666666666666,1.0
jobs,0.9375,0.625,0.75,24.0
macro,1.0,0.75,0.8571428571428571,16.0
market,1.0,1.0,1.0,9.0
none,0.8275862068965517,0.9795918367346939,0.897196261682243,49.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.3333333333333333,0.5,0.4,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
macro avg,0.7935524425287356,0.8568239795918368,0.803518580329328,105.0
weighted avg,0.8806513409961686,0.8571428571428571,0.8544285502362938,105.0
