,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,0.9,0.9,0.9,10.0
interest,0.0,0.0,0.0,2.0
jobs,0.6666666666666666,0.8,0.7272727272727272,5.0
macro,1.0,0.8260869565217391,0.9047619047619047,23.0
market,0.85,0.85,0.85,20.0
none,0.9166666666666666,0.9777777777777777,0.946236559139785,45.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8545454545454545,0.8545454545454545,0.8545454545454545,0.8545454545454545
macro avg,0.5333333333333333,0.48538647342995167,0.49949378578410836,110.0
weighted avg,0.8689393939393939,0.8545454545454545,0.8578169630955554,110.0
