,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
jobs,1.0,0.875,0.9333333333333333,24.0
macro,0.9230769230769231,0.75,0.8275862068965517,16.0
market,1.0,1.0,1.0,9.0
none,0.0,0.0,0.0,0.0
other,0.0,0.0,0.0,0.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.0,0.0,0.0,2.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8392857142857143,0.8392857142857143,0.8392857142857143,0.8392857142857143
macro avg,0.6303418803418803,0.625,0.624229155263638,56.0
weighted avg,0.9289148351648352,0.8392857142857143,0.8788001407459535,56.0
