,precision,recall,f1-score,support
energy,1.0,0.2222222222222222,0.3636363636363636,9.0
interest,1.0,1.0,1.0,4.0
jobs,1.0,0.9230769230769231,0.9600000000000001,13.0
macro,0.7894736842105263,1.0,0.8823529411764706,15.0
market,0.2857142857142857,1.0,0.4444444444444445,2.0
none,0.9594594594594594,0.9726027397260274,0.9659863945578231,73.0
other,1.0,0.5,0.6666666666666666,2.0
prices,1.0,0.75,0.8571428571428571,4.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8943089430894309,0.8943089430894309,0.8943089430894309,0.8943089430894309
macro avg,0.781627492153808,0.7075446538916859,0.6822477408471807,123.0
weighted avg,0.9305209298790812,0.8943089430894309,0.8874457060478785,123.0
