,precision,recall,f1-score,support
currency,0.0,0.0,0.0,2.0
housing,0.0,0.0,0.0,3.0
interest,0.0,0.0,0.0,5.0
jobs,0.0,0.0,0.0,41.0
macro,0.0,0.0,0.0,25.0
none,0.27049180327868855,1.0,0.4258064516129032,33.0
other,0.0,0.0,0.0,2.0
prices,0.0,0.0,0.0,3.0
retail,0.0,0.0,0.0,1.0
wages,0.0,0.0,0.0,7.0
accuracy,0.27049180327868855,0.27049180327868855,0.27049180327868855,0.27049180327868855
macro avg,0.027049180327868856,0.1,0.04258064516129032,122.0
weighted avg,0.07316581564095673,0.27049180327868855,0.11517715494447382,122.0
