,precision,recall,f1-score,support
energy,1.0,0.5555555555555556,0.7142857142857143,9.0
housing,1.0,1.0,1.0,3.0
interest,1.0,1.0,1.0,4.0
jobs,1.0,0.6923076923076923,0.8181818181818182,13.0
macro,1.0,1.0,1.0,4.0
market,0.6666666666666666,1.0,0.8,2.0
none,0.9130434782608695,1.0,0.9545454545454546,63.0
other,1.0,1.0,1.0,1.0
prices,0.5,1.0,0.6666666666666666,1.0
accuracy,0.92,0.92,0.92,0.92
macro avg,0.897745571658615,0.916429249762583,0.8837421837421838,100.0
weighted avg,0.9335507246376813,0.92,0.9146796536796536,100.0
