,precision,recall,f1-score,support
currency,0.5,0.5,0.5,2.0
housing,1.0,1.0,1.0,3.0
interest,1.0,1.0,1.0,5.0
jobs,0.9111111111111111,1.0,0.9534883720930233,41.0
macro,0.8181818181818182,0.72,0.7659574468085107,25.0
none,0.9259259259259259,0.7575757575757576,0.8333333333333334,33.0
other,0.5,1.0,0.6666666666666666,2.0
prices,1.0,1.0,1.0,3.0
retail,0.16666666666666666,1.0,0.2857142857142857,1.0
wages,1.0,0.7142857142857143,0.8333333333333333,7.0
accuracy,0.8524590163934426,0.8524590163934426,0.8524590163934426,0.8524590163934426
macro avg,0.7821885521885522,0.8691861471861472,0.7838493437949152,122.0
weighted avg,0.8896092068223216,0.8524590163934426,0.8622486916262924,122.0
