,precision,recall,f1-score,support
currency,0.0,0.0,0.0,2.0
housing,0.0,0.0,0.0,2.0
interest,1.0,0.5714285714285714,0.7272727272727273,7.0
jobs,0.4,0.05,0.0888888888888889,40.0
macro,0.75,0.7142857142857143,0.7317073170731706,21.0
market,1.0,0.7142857142857143,0.8333333333333333,14.0
none,0.21686746987951808,1.0,0.3564356435643564,18.0
other,0.0,0.0,0.0,3.0
prices,1.0,0.3333333333333333,0.5,3.0
wages,0.0,0.0,0.0,13.0
accuracy,0.4065040650406504,0.4065040650406504,0.4065040650406504,0.4065040650406504
macro avg,0.43668674698795173,0.3383333333333334,0.32376379101324765,123.0
weighted avg,0.484988735429523,0.4065040650406504,0.3544294841937099,123.0
