,precision,recall,f1-score,support
currency,0.0,0.0,0.0,2.0
housing,0.9090909090909091,1.0,0.9523809523809523,10.0
interest,0.0,0.0,0.0,2.0
jobs,0.6,0.6,0.6,5.0
macro,1.0,0.782608695652174,0.878048780487805,23.0
market,0.8095238095238095,0.85,0.8292682926829269,20.0
none,0.9347826086956522,0.9555555555555556,0.945054945054945,45.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8272727272727273,0.8272727272727273,0.8272727272727273,0.8272727272727273
macro avg,0.38667248430094275,0.38074220465524816,0.38225027005514806,110.0
weighted avg,0.8486054788426332,0.8272727272727273,0.8348342714196372,110.0
