,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,0.875,1.0,0.9333333333333333,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.625,1.0,0.7692307692307693,5.0
macro,1.0,0.782608695652174,0.878048780487805,23.0
market,0.9473684210526315,0.9,0.9230769230769231,20.0
none,0.9444444444444444,0.85,0.8947368421052632,40.0
other,0.5,1.0,0.6666666666666666,1.0
prices,0.0,0.0,0.0,0.0
retail,0.6666666666666666,1.0,0.8,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.8529411764705882
macro avg,0.5962254120148857,0.6847826086956522,0.6240993922637055,102.0
weighted avg,0.9098870542368993,0.8529411764705882,0.8734538033639445,102.0
