,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,0.9090909090909091,1.0,0.9523809523809523,10.0
interest,0.0,0.0,0.0,2.0
jobs,0.6,0.6,0.6,5.0
macro,1.0,0.782608695652174,0.878048780487805,23.0
market,0.85,0.85,0.85,20.0
none,0.9347826086956522,0.9555555555555556,0.945054945054945,45.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8363636363636363,0.8363636363636363,0.8363636363636363,0.8363636363636363
macro avg,0.4812612288896874,0.42619675010979363,0.44474103132639714,110.0
weighted avg,0.8741466043837586,0.8363636363636363,0.8507248848712264,110.0
