135	good	0.1099
135	poor	0.1855
135	none	0.2651
135	irrelevant	0.9868
410	good	0.1272
410	poor	0.1823
410	none	0.2339
410	irrelevant	0.9881
439	good	0.1166
439	poor	0.1813
439	none	0.2425
439	irrelevant	0.9871
44	good	0.1124
44	poor	0.2787
44	none	0.1897
44	irrelevant	0.9865
195	good	0.1219
195	poor	0.2234
195	none	0.2064
195	irrelevant	0.9865
258	good	0.198
258	poor	0.9888
258	none	0.1025
258	irrelevant	0.2896
286	good	0.1163
286	poor	0.1976
286	none	0.2309
286	irrelevant	0.9855
409	good	0.1129
409	poor	0.231
409	none	0.1865
409	irrelevant	0.9871
6188	good	0.1687
6188	poor	0.9842
6188	none	0.1202
6188	irrelevant	0.4315
654	good	0.1091
654	poor	0.2528
654	none	0.1787
654	irrelevant	0.987
952	good	0.278
952	poor	0.9876
952	none	0.1286
952	irrelevant	0.1972
879	good	0.2474
879	poor	0.9905
879	none	0.1647
879	irrelevant	0.1689
124	good	0.1059
124	poor	0.9787
124	none	0.1492
124	irrelevant	0.5041
199	good	0.1039
199	poor	0.8841
199	none	0.4624
199	irrelevant	0.6465
19134	good	0.2752
19134	poor	0.9903
19134	none	0.1493
19134	irrelevant	0.1513
1311	good	0.208
1311	poor	0.9899
1311	none	0.1561
1311	irrelevant	0.2034
13929	good	0.1486
13929	poor	0.9878
13929	none	0.1708
13929	irrelevant	0.2871
86954	good	0.1156
86954	poor	0.1783
86954	none	0.2268
86954	irrelevant	0.9866
568	good	0.2574
568	poor	0.9902
568	none	0.1432
568	irrelevant	0.1645
495	good	0.9879
495	poor	0.214
495	none	0.2644
495	irrelevant	0.1261
704	good	0.9886
704	poor	0.211
704	none	0.2388
704	irrelevant	0.1355
733	good	0.9758
733	poor	0.7118
733	none	0.1391
733	irrelevant	0.0615
869	good	0.239
869	poor	0.9905
869	none	0.1407
869	irrelevant	0.1822
1482	good	0.9882
1482	poor	0.2034
1482	none	0.2384
1482	irrelevant	0.1358
993	good	0.9885
993	poor	0.226
993	none	0.2245
993	irrelevant	0.1331
1458	good	0.2603
1458	poor	0.9904
1458	none	0.1339
1458	irrelevant	0.1607
4031	good	0.2539
4031	poor	0.9897
4031	none	0.1665
4031	irrelevant	0.1485
6164	good	0.1845
6164	poor	0.9896
6164	none	0.1542
6164	irrelevant	0.209
10205	good	0.2563
10205	poor	0.9898
10205	none	0.1303
10205	irrelevant	0.1762
11040	good	0.0931
11040	poor	0.2955
11040	none	0.1718
11040	irrelevant	0.9872
14431	good	0.2834
14431	poor	0.9859
14431	none	0.1061
14431	irrelevant	0.2409
7	good	0.0738
7	poor	0.4803
7	none	0.2485
7	irrelevant	0.9703
31058	good	0.2149
31058	poor	0.15
31058	none	0.9805
31058	irrelevant	0.2698
85614	good	0.0803
85614	poor	0.1986
85614	none	0.6992
85614	irrelevant	0.9431
16121	good	0.1458
16121	poor	0.1342
16121	none	0.2831
16121	irrelevant	0.9847
30092	good	0.1352
30092	poor	0.1729
30092	none	0.2021
30092	irrelevant	0.9875
78753	good	0.1201
78753	poor	0.1794
78753	none	0.2308
78753	irrelevant	0.9862
4255	good	0.1053
4255	poor	0.2318
4255	none	0.2096
4255	irrelevant	0.987
4806	good	0.1355
4806	poor	0.1952
4806	none	0.1875
4806	irrelevant	0.9877
22064	good	0.1305
22064	poor	0.206
22064	none	0.1808
22064	irrelevant	0.9877
40041	good	0.1206
40041	poor	0.1773
40041	none	0.2256
40041	irrelevant	0.9877
71054	good	0.1258
71054	poor	0.2151
71054	none	0.177
71054	irrelevant	0.9877
1145	good	0.9886
1145	poor	0.2009
1145	none	0.2558
1145	irrelevant	0.1333
13995	good	0.2805
13995	poor	0.9894
13995	none	0.1218
13995	irrelevant	0.1891
16853	good	0.1546
16853	poor	0.9889
16853	none	0.1307
16853	irrelevant	0.3096
2825	good	0.988
2825	poor	0.2119
2825	none	0.2159
2825	irrelevant	0.1553
19312	good	0.9884
19312	poor	0.219
19312	none	0.2379
19312	irrelevant	0.1316
19497	good	0.2565
19497	poor	0.9893
19497	none	0.1644
19497	irrelevant	0.1626
19642	good	0.9885
19642	poor	0.2156
19642	none	0.2407
19642	irrelevant	0.1262
19949	good	0.9887
19949	poor	0.2361
19949	none	0.2234
19949	irrelevant	0.1214
32637	good	0.2623
32637	poor	0.9894
32637	none	0.1349
32637	irrelevant	0.1778
35362	good	0.9888
35362	poor	0.2377
35362	none	0.2285
35362	irrelevant	0.1215
24673	good	0.0998
24673	poor	0.2376
24673	none	0.224
24673	irrelevant	0.9846
245	good	0.1146
245	poor	0.1508
245	none	0.2724
245	irrelevant	0.9876
515	good	0.126
515	poor	0.1485
515	none	0.2645
515	irrelevant	0.9872
5443	good	0.1242
5443	poor	0.1821
5443	none	0.2223
5443	irrelevant	0.9877
5800	good	0.111
5800	poor	0.1737
5800	none	0.2756
5800	irrelevant	0.9873
4934	good	0.1787
4934	poor	0.9894
4934	none	0.1727
4934	irrelevant	0.2331
5339	good	0.3618
5339	poor	0.9587
5339	none	0.2852
5339	irrelevant	0.1789
75	good	0.9886
75	poor	0.1999
75	none	0.2368
75	irrelevant	0.1532
1671	good	0.2213
1671	poor	0.1554
1671	none	0.9814
1671	irrelevant	0.2533
3439	good	0.1098
3439	poor	0.1888
3439	none	0.2448
3439	irrelevant	0.9875
3224	good	0.2322
3224	poor	0.99
3224	none	0.1383
3224	irrelevant	0.1987
6200	good	0.163
6200	poor	0.9897
6200	none	0.1691
6200	irrelevant	0.2393
1317	good	0.1095
1317	poor	0.3066
1317	none	0.1911
1317	irrelevant	0.9864
66	good	0.0935
66	poor	0.2032
66	none	0.3031
66	irrelevant	0.9845
203	good	0.1035
203	poor	0.2052
203	none	0.2369
203	irrelevant	0.987
2075	good	0.1228
2075	poor	0.1707
2075	none	0.2268
2075	irrelevant	0.9874
11343	good	0.1614
11343	poor	0.9868
11343	none	0.1621
11343	irrelevant	0.3103
1550	good	0.3297
1550	poor	0.9884
1550	none	0.1148
1550	irrelevant	0.1522
24	good	0.1376
24	poor	0.1596
24	none	0.2196
24	irrelevant	0.9873
32870	good	0.368
32870	poor	0.9847
32870	none	0.1651
32870	irrelevant	0.1907
58353	good	0.1043
58353	poor	0.2373
58353	none	0.2389
58353	irrelevant	0.9817
2159	good	0.1832
2159	poor	0.9888
2159	none	0.1654
2159	irrelevant	0.231
39578	good	0.0904
39578	poor	0.2195
39578	none	0.2294
39578	irrelevant	0.988
17999	good	0.0934
17999	poor	0.2252
17999	none	0.2213
17999	irrelevant	0.9879
42133	good	0.2884
42133	poor	0.9564
42133	none	0.0598
42133	irrelevant	0.5852
91407	good	0.9886
91407	poor	0.2061
91407	none	0.278
91407	irrelevant	0.1196
70397	good	0.216
70397	poor	0.9891
70397	none	0.2152
70397	irrelevant	0.1625
52214	good	0.2237
52214	poor	0.1947
52214	none	0.9859
52214	irrelevant	0.2624
56172	good	0.2743
56172	poor	0.1689
56172	none	0.9842
56172	irrelevant	0.2407
45296	good	0.9885
45296	poor	0.2282
45296	none	0.2441
45296	irrelevant	0.1192
6393	good	0.1845
6393	poor	0.9841
6393	none	0.1303
6393	irrelevant	0.3241
19782	good	0.2984
19782	poor	0.9835
19782	none	0.2011
19782	irrelevant	0.1599
37453	good	0.2495
37453	poor	0.9904
37453	none	0.1358
37453	irrelevant	0.1855
51228	good	0.1235
51228	poor	0.2722
51228	none	0.1513
51228	irrelevant	0.9858
8735	good	0.1085
8735	poor	0.2769
8735	none	0.1688
8735	irrelevant	0.9848
55292	good	0.3023
55292	poor	0.9888
55292	none	0.1135
55292	irrelevant	0.169
29994	good	0.1204
29994	poor	0.186
29994	none	0.261
29994	irrelevant	0.9855
334	good	0.0778
334	poor	0.2823
334	none	0.3005
334	irrelevant	0.9837
16829	good	0.1381
16829	poor	0.2112
16829	none	0.1867
16829	irrelevant	0.9871
26853	good	0.0663
26853	poor	0.8693
26853	none	0.172
26853	irrelevant	0.866
68959	good	0.201
68959	poor	0.9809
68959	none	0.2651
68959	irrelevant	0.2224
5419	good	0.4523
5419	poor	0.9628
5419	none	0.3047
5419	irrelevant	0.0987
71631	good	0.0858
71631	poor	0.314
71631	none	0.2023
71631	irrelevant	0.9871
61646	good	0.0401
61646	poor	0.6645
61646	none	0.543
61646	irrelevant	0.9045
21481	good	0.0753
21481	poor	0.8456
21481	none	0.1624
21481	irrelevant	0.9107
76649	good	0.085
76649	poor	0.4726
76649	none	0.1777
76649	irrelevant	0.9745
83682	good	0.7685
83682	poor	0.9516
83682	none	0.1028
83682	irrelevant	0.1325
43627	good	0.3178
43627	poor	0.9895
43627	none	0.145
43627	irrelevant	0.1484
