,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,0.3333333333333333,0.5,3.0
interest,0.7142857142857143,1.0,0.8333333333333334,5.0
jobs,0.9512195121951219,0.9512195121951219,0.9512195121951219,41.0
macro,0.8636363636363636,0.76,0.8085106382978723,25.0
none,0.7317073170731707,0.9090909090909091,0.8108108108108109,33.0
other,1.0,0.5,0.6666666666666666,2.0
prices,1.0,0.3333333333333333,0.5,3.0
retail,0.3333333333333333,1.0,0.5,1.0
wages,1.0,0.5714285714285714,0.7272727272727273,7.0
accuracy,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.8360655737704918
macro avg,0.8594182240523704,0.6858405659381268,0.6964480355243199,122.0
weighted avg,0.8659181349105378,0.8360655737704918,0.8310964355610326,122.0
