135	better	0.25537497
135	worse	0.29757476
135	same	0.26227498
135	none	0.18477526
410	better	0.42006642
410	worse	0.3285667
410	same	0.2513669
410	none	0.0
439	better	0.25234997
439	worse	0.26224995
439	same	0.2537499
439	none	0.23165017
44	better	0.4120999
44	worse	0.30200005
44	same	0.28590006
44	none	0.0
195	better	0.2988
195	worse	0.28179985
195	same	0.29109997
195	none	0.12830016
258	better	0.40146652
258	worse	0.30766675
258	same	0.2908667
258	none	0.0
286	better	0.4164998
286	worse	0.2902001
286	same	0.2933001
286	none	0.0
409	better	0.39713323
409	worse	0.34623334
409	same	0.25663343
409	none	0.0
6188	better	0.42829978
6188	worse	0.2833001
6188	same	0.28840014
6188	none	0.0
654	better	0.35143337
654	worse	0.2808334
654	same	0.3677332
654	none	0.0
952	better	0.4081333
952	worse	0.24803343
952	same	0.34383327
952	none	0.0
879	better	0.32636672
879	worse	0.19016683
879	same	0.48346645
879	none	0.0
124	better	0.34680003
124	worse	0.32819998
124	same	0.325
124	none	0.0
199	better	0.2496334
199	worse	0.3984334
199	same	0.35193324
199	none	0.0
19134	better	0.2806002
19134	worse	0.22510016
19134	same	0.49429965
19134	none	0.0
1311	better	0.33516666
1311	worse	0.29986677
1311	same	0.36496657
1311	none	0.0
13929	better	0.42080003
13929	worse	0.2553999
13929	same	0.32380003
13929	none	0.0
86954	better	0.457133
86954	worse	0.2898335
86954	same	0.25303352
86954	none	0.0
568	better	0.40443325
568	worse	0.2551335
568	same	0.34043324
568	none	0.0
495	better	0.3402333
495	worse	0.3087335
495	same	0.3510332
495	none	0.0
704	better	0.4429999
704	worse	0.2052001
704	same	0.35179994
704	none	0.0
733	better	0.3966998
733	worse	0.20620012
733	same	0.3971001
733	none	0.0
869	better	0.33929992
869	worse	0.31820023
869	same	0.3424998
869	none	0.0
1482	better	0.44253317
1482	worse	0.22063339
1482	same	0.33683342
1482	none	0.0
2079	better	0.25350016
2079	worse	0.3890999
2079	same	0.35739994
2079	none	0.0
993	better	0.4122333
993	worse	0.20913345
993	same	0.37863326
993	none	0.0
1458	better	0.43369976
1458	worse	0.2651001
1458	same	0.30120015
1458	none	0.0
4031	better	0.323
4031	worse	0.27080014
4031	same	0.4061999
4031	none	0.0
6164	better	0.34156656
6164	worse	0.32456675
6164	same	0.33386666
6164	none	0.0
10205	better	0.26902497
10205	worse	0.28142497
10205	same	0.40442497
10205	none	0.045125097
11040	better	0.40729994
11040	worse	0.32709998
11040	same	0.2656001
11040	none	0.0
14431	better	0.45886663
14431	worse	0.2876667
14431	same	0.2534667
14431	none	0.0
7	better	0.42216653
7	worse	0.32966673
7	same	0.24816671
7	none	0.0
31058	better	0.21310002
31058	worse	0.24480003
31058	same	0.2287001
31058	none	0.31339985
85614	better	0.223225
85614	worse	0.24402499
85614	same	0.22872496
85614	none	0.30402505
16121	better	0.4219666
16121	worse	0.33646658
16121	same	0.24156675
16121	none	0.0
30092	better	0.4007665
30092	worse	0.3364666
30092	same	0.26276687
30092	none	0.0
78753	better	0.39773327
78753	worse	0.34173328
78753	same	0.26053342
78753	none	0.0
4255	better	0.3439251
4255	worse	0.33952507
4255	same	0.2740248
4255	none	0.042525057
4806	better	0.36896658
4806	worse	0.35186648
4806	same	0.2791669
4806	none	0.0
22064	better	0.40533322
22064	worse	0.33523333
22064	same	0.25943345
22064	none	0.0
40041	better	0.23537505
40041	worse	0.27827492
40041	same	0.2625749
40041	none	0.22377512
64028	better	0.36346668
64028	worse	0.3636666
64028	same	0.27286673
64028	none	0.0
71054	better	0.2608999
71054	worse	0.3203001
71054	same	0.3280998
71054	none	0.09070019
35182	better	0.36483324
35182	worse	0.36223322
35182	same	0.27293354
35182	none	0.0
1145	better	0.44713327
1145	worse	0.25283337
1145	same	0.3000334
1145	none	0.0
13995	better	0.39489993
13995	worse	0.3068
13995	same	0.29830006
13995	none	0.0
16853	better	0.24470007
16853	worse	0.37980002
16853	same	0.3754999
16853	none	0.0
2825	better	0.31716675
2825	worse	0.34786654
2825	same	0.33496666
2825	none	0.0
19312	better	0.4348333
19312	worse	0.19413334
19312	same	0.37103337
19312	none	0.0
19642	better	0.39883333
19642	worse	0.25873345
19642	same	0.3424332
19642	none	0.0
19949	better	0.31432498
19949	worse	0.25482503
19949	same	0.426625
19949	none	0.0042249914
32637	better	0.36266658
32637	worse	0.2102668
32637	same	0.4270666
32637	none	0.0
35362	better	0.43866658
35362	worse	0.2104668
