,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.5,1.0,0.6666666666666666,2.0
jobs,1.0,1.0,1.0,23.0
macro,0.9166666666666666,0.9565217391304348,0.9361702127659575,23.0
market,1.0,0.8695652173913043,0.9302325581395349,23.0
none,0.9622641509433962,0.9622641509433962,0.9622641509433962,53.0
other,1.0,1.0,1.0,2.0
prices,0.8571428571428571,1.0,0.9230769230769231,6.0
retail,0.0,0.0,0.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.9481481481481482,0.9481481481481482,0.9481481481481482,0.9481481481481482
macro avg,0.823607367475292,0.8788351107465135,0.8418410511592478,135.0
weighted avg,0.9498236331569665,0.9481481481481482,0.9466596933527496,135.0
