,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,1.0,1.0,1.0,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9285714285714286,0.9629629629629629,0.9454545454545454,27.0
macro,0.6428571428571429,0.8181818181818182,0.72,11.0
market,1.0,0.6428571428571429,0.782608695652174,14.0
none,0.9508196721311475,0.9830508474576272,0.9666666666666667,59.0
prices,1.0,1.0,1.0,3.0
wages,1.0,0.875,0.9333333333333333,8.0
accuracy,0.9242424242424242,0.9242424242424242,0.9242424242424242,0.9242424242424242
macro avg,0.9469164715066355,0.9202280857177279,0.9275625823451912,132.0
weighted avg,0.9336455893832943,0.9242424242424242,0.9235135944424483,132.0
