,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.6666666666666666,0.8,0.7272727272727273,5.0
macro,1.0,0.8260869565217391,0.9047619047619048,23.0
market,0.9,0.9,0.9,20.0
none,0.926829268292683,0.95,0.9382716049382716,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,1.0,1.0,1.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706
macro avg,0.5903178122690318,0.5887351778656126,0.5882096579066277,102.0
weighted avg,0.9059461182847123,0.8823529411764706,0.8919289376805717,102.0
