,precision,recall,f1-score,support
currency,0.8,0.8,0.8,5.0
energy,0.9090909090909091,1.0,0.9523809523809523,10.0
housing,0.8636363636363636,0.95,0.9047619047619048,20.0
interest,0.75,0.8571428571428571,0.8,14.0
jobs,0.9310344827586207,0.9908256880733946,0.96,109.0
macro,0.8387096774193549,0.9069767441860465,0.8715083798882681,86.0
market,0.9056603773584906,0.8135593220338984,0.8571428571428571,59.0
none,0.9827586206896551,0.9193548387096774,0.95,248.0
other,0.6,0.5,0.5454545454545454,6.0
prices,0.7333333333333333,0.8461538461538461,0.7857142857142857,13.0
retail,0.5,1.0,0.6666666666666666,4.0
wages,0.9285714285714286,0.8125,0.8666666666666667,16.0
accuracy,0.911864406779661,0.911864406779661,0.911864406779661,0.911864406779661
macro avg,0.8118995994048462,0.8663761080249767,0.8300246882230122,590.0
weighted avg,0.9180067858102579,0.911864406779661,0.912882276578328,590.0
