,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.6666666666666666,1.0,0.8,2.0
jobs,1.0,1.0,1.0,23.0
macro,0.5476190476190477,1.0,0.7076923076923077,23.0
market,1.0,0.5652173913043478,0.7222222222222222,23.0
none,1.0,0.9622641509433962,0.9807692307692307,53.0
other,0.0,0.0,0.0,2.0
prices,1.0,0.16666666666666666,0.2857142857142857,6.0
retail,0.0,0.0,0.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8518518518518519
macro avg,0.7214285714285714,0.669414820891441,0.6496398046398046,135.0
weighted avg,0.8957671957671958,0.8518518518518519,0.8383932528376974,135.0
