,precision,recall,f1-score,support
currency,1.0,0.4,0.5714285714285714,5.0
energy,1.0,1.0,1.0,10.0
housing,0.9047619047619048,0.95,0.926829268292683,20.0
interest,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
jobs,0.9722222222222222,0.963302752293578,0.967741935483871,109.0
macro,0.7043478260869566,0.9418604651162791,0.8059701492537313,86.0
market,0.9166666666666666,0.7457627118644068,0.822429906542056,59.0
none,0.9444444444444444,0.9596774193548387,0.952,248.0
other,0.0,0.0,0.0,6.0
prices,0.6,0.23076923076923078,0.3333333333333333,13.0
retail,0.4,0.5,0.4444444444444444,4.0
wages,1.0,0.5625,0.72,16.0
accuracy,0.8898305084745762,0.8898305084745762,0.8898305084745762,0.8898305084745762
macro avg,0.7749654934437543,0.6759179530450993,0.7001100388267957,590.0
weighted avg,0.8904185235872781,0.8898305084745762,0.8821042502095793,590.0
