,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,1.0,1.0,3.0
interest,1.0,1.0,1.0,5.0
jobs,0.9111111111111111,1.0,0.9534883720930233,41.0
macro,0.8235294117647058,0.56,0.6666666666666666,25.0
none,0.7837837837837838,0.8787878787878788,0.8285714285714286,33.0
other,0.0,0.0,0.0,2.0
prices,1.0,1.0,1.0,3.0
retail,0.2,1.0,0.3333333333333333,1.0
wages,1.0,0.7142857142857143,0.8333333333333334,7.0
accuracy,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.8360655737704918
macro avg,0.77184243066596,0.7653073593073594,0.7282059800664451,122.0
weighted avg,0.8525299648732628,0.8360655737704918,0.8328077628306374,122.0
