,precision,recall,f1-score,support
energy,1.0,0.1111111111111111,0.19999999999999998,9.0
interest,1.0,1.0,1.0,4.0
jobs,1.0,0.8461538461538461,0.9166666666666666,13.0
macro,0.8333333333333334,1.0,0.9090909090909091,15.0
market,0.2857142857142857,1.0,0.4444444444444445,2.0
none,0.9342105263157895,0.9726027397260274,0.9530201342281879,73.0
other,1.0,0.5,0.6666666666666666,2.0
prices,1.0,1.0,1.0,4.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8861788617886179,0.8861788617886179,0.8861788617886179,0.8861788617886179
macro avg,0.7836953494848231,0.7144297441101094,0.6766543134552082,123.0
weighted avg,0.9208845283941561,0.8861788617886179,0.8711034335277255,123.0
