,precision,recall,f1-score,support
currency,0.75,0.6,0.6666666666666665,5.0
energy,1.0,0.4,0.5714285714285715,10.0
housing,0.8461538461538461,0.55,0.6666666666666667,20.0
interest,1.0,0.8571428571428571,0.923076923076923,14.0
jobs,0.9420289855072463,0.5963302752293578,0.7303370786516854,109.0
macro,0.9333333333333333,0.813953488372093,0.8695652173913044,86.0
market,0.873015873015873,0.9322033898305084,0.9016393442622951,59.0
none,0.7724358974358975,0.9717741935483871,0.8607142857142858,248.0
other,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0
prices,0.6190476190476191,1.0,0.7647058823529412,13.0
retail,0.3333333333333333,0.25,0.28571428571428575,4.0
wages,0.75,0.375,0.5,16.0
accuracy,0.8186440677966101,0.8186440677966101,0.8186440677966101,0.8186440677966101
macro avg,0.7627235184300402,0.639978128121378,0.6728206879382466,590.0
weighted avg,0.8374133804458048,0.8186440677966101,0.8092055548386083,590.0
