58	business	0.0
58	industry	0.19227508
58	macro	0.425175
58	government	0.31137496
58	other	0.07117503
135	business	0.0
135	industry	0.23743337
135	macro	0.32453334
135	government	0.43803334
135	other	0.0
410	business	0.0
410	industry	0.20543338
410	macro	0.32953334
410	government	0.46503317
410	other	0.0
439	business	0.0
439	industry	0.21420006
439	macro	0.2216
439	government	0.53239995
439	other	0.031800054
672	business	0.0
672	industry	0.185725
672	macro	0.41362497
672	government	0.313125
672	other	0.087525
44	business	0.0
44	industry	0.2317
44	macro	0.49469995
44	government	0.27360004
44	other	0.0
195	business	0.0
195	industry	0.14379999
195	macro	0.3478
195	government	0.5084001
195	other	0.0
258	business	0.0
258	industry	0.20753337
258	macro	0.52223325
258	government	0.2702334
258	other	0.0
286	business	0.0
286	industry	0.18419999
286	macro	0.5052999
286	government	0.3105001
286	other	0.0
950	business	0.0
950	industry	0.18800008
950	macro	0.49319994
950	government	0.31879997
950	other	0.0
530	business	0.0
530	industry	0.216025
530	macro	0.40522504
530	government	0.34582502
530	other	0.03292504
654	business	0.0
654	industry	0.20673336
654	macro	0.46113324
654	government	0.33213335
654	other	0.0
952	business	0.0
952	industry	0.23996666
952	macro	0.53916657
952	government	0.22086671
952	other	0.0
124	business	0.0
124	industry	0.46837497
124	macro	0.35987484
124	government	0.13157506
124	other	0.04017511
199	business	0.0
199	industry	0.26800007
199	macro	0.5632999
199	government	0.13080007
199	other	0.037900083
16612	business	0.0
16612	industry	0.25420007
16612	macro	0.5553999
16612	government	0.17660004
16612	other	0.013800085
18190	business	0.0
18190	industry	0.2611
18190	macro	0.5755
18190	government	0.1634
18190	other	0.0
19134	business	0.0
19134	industry	0.23070005
19134	macro	0.57529986
19134	government	0.16950002
19134	other	0.024500012
1311	business	0.0
1311	industry	0.24125001
1311	macro	0.56425
1311	government	0.18045005
1311	other	0.014050089
86954	business	0.0
86954	industry	0.23007503
86954	macro	0.43437493
86954	government	0.331775
86954	other	0.0037750527
863	business	0.0
863	industry	0.279125
863	macro	0.5381249
863	government	0.14232501
863	other	0.040424995
869	business	0.0
869	industry	0.2599334
869	macro	0.5658333
869	government	0.17423333
869	other	0.0
993	business	0.0
993	industry	0.24355
993	macro	0.5688499
993	government	0.15985003
993	other	0.027750038
4031	business	0.0
4031	industry	0.23390001
4031	macro	0.5639
4031	government	0.15940005
4031	other	0.04280004
6164	business	0.0
6164	industry	0.24402502
6164	macro	0.5308249
6164	government	0.158025
6164	other	0.06712502
6006	business	0.0
6006	industry	0.21763337
6006	macro	0.43453336
6006	government	0.34783334
6006	other	0.0
10205	business	0.0
10205	industry	0.25509998
10205	macro	0.5094
10205	government	0.2333
10205	other	0.0021999776
11040	business	0.0
11040	industry	0.19582501
11040	macro	0.45302498
11040	government	0.33462495
11040	other	0.016525052
14431	business	0.0
14431	industry	0.1990667
14431	macro	0.4944666
14431	government	0.3064667
14431	other	0.0
15674	business	0.0
15674	industry	0.19363344
15674	macro	0.4288333
15674	government	0.37753326
15674	other	0.0
7	business	0.0
7	industry	0.17366672
7	macro	0.46606672
7	government	0.36026663
7	other	0.0
85614	business	0.0
85614	industry	0.28710008
85614	macro	0.43919992
85614	government	0.27370012
85614	other	0.0
89910	business	0.0
89910	industry	0.25306672
89910	macro	0.4559667
89910	government	0.2909667
89910	other	0.0
1263	business	0.033460014
1263	industry	0.20515999
1263	macro	0.22846001
1263	government	0.17275998
1263	other	0.36016
16121	business	0.0
16121	industry	0.21963334
16121	macro	0.3781333
16121	government	0.40223336
16121	other	0.0
78753	business	0.0
78753	industry	0.26643336
78753	macro	0.49843335
78753	government	0.23513332
78753	other	0.0
4255	business	0.0
4255	industry	0.16265005
4255	macro	0.30355
4255	government	0.49614996
4255	other	0.03765002
4806	business	0.050660044
4806	industry	0.47225997
4806	macro	0.26935998
4806	government	0.19696
4806	other	0.010760039
22064	business	0.00852
22064	industry	0.47442
22064	macro	0.31392002
22064	government	0.19741994
22064	other	0.005720012
40041	business	0.037419997
40041	industry	0.36702
40041	macro	0.20412001
40041	government	0.29842
40041	other	0.09301999
64028	business	0.0
64028	industry	0.26793337
64028	macro	0.5170332
64028	government	0.21503335
64028	other	0.0
71054	business	0.22886
71054	industry	0.23856
71054	macro	0.17276005
71054	government	0.19006
71054	other	0.16976003
4167	business	0.0
4167	industry	0.3493666
4167	macro	0.49476665
4167	government	0.15586671
4167	other	0.0
1145	business	0.0
1145	industry	0.23573333
1145	macro	0.5518333
1145	government	0.21243334
1145	other	0.0
13995	business	0.0
13995	industry	0.23793343
13995	macro	0.56253326
13995	government	0.19953343
13995	other	0.0
16853	business	0.0131750405
16853	industry	0.24377501
16853	macro	0.59797496
16853	government	0.14507502
16853	other	0.0
2825	business	0.0
2825	industry	0.2868334
2825	macro	0.57023317
2825	government	0.14293338
2825	other	0.0
19312	business	0.0
19312	industry	0.2633
19312	macro	0.55969995
19312	government	0.17700002
19312	other	0.0
19497	business	0.0
19497	industry	0.25046676
19497	macro	0.5777665
19497	government	0.17176673
19497	other	0.0
19642	business	0.0
19642	industry	0.28716668
19642	macro	0.57976663
19642	government	0.1330667
19642	other	0.0
56329	business	0.0
56329	industry	0.28940004
56329	macro	0.54279995
56329	government	0.16780005
56329	other	0.0
515	business	0.0
515	industry	0.26053333
515	macro	0.36273336
515	government	0.3767333
515	other	0.0
5443	business	0.0
5443	industry	0.20156674
5443	macro	0.40596658
5443	government	0.39246672
5443	other	0.0
5800	business	0.0
5800	industry	0.17066675
5800	macro	0.35976654
5800	government	0.46956664
5800	other	0.0
4934	business	0.0
4934	industry	0.25522503
4934	macro	0.5854249
4934	government	0.14372501
4934	other	0.015625007
5339	business	0.0
5339	industry	0.23713341
5339	macro	0.5623332
5339	government	0.20053338
5339	other	0.0
14980	business	0.0
14980	industry	0.25470003
14980	macro	0.5747999
14980	government	0.17050001
14980	other	0.0
30465	business	0.0
30465	industry	0.2712001
30465	macro	0.5798999
30465	government	0.1489
30465	other	0.0
75	business	0.0
75	industry	0.25549996
75	macro	0.5254
75	government	0.19260006
75	other	0.026500039
1671	business	0.0
1671	industry	0.24010003
1671	macro	0.47039998
1671	government	0.28949997
1671	other	0.0
3439	business	0.0
3439	industry	0.20770003
3439	macro	0.45339996
3439	government	0.33890003
3439	other	0.0
3224	business	0.0
3224	industry	0.23609993
3224	macro	0.5854
3224	government	0.14010003
3224	other	0.038400054
1317	business	0.0
1317	industry	0.17710003
1317	macro	0.29299998
1317	government	0.50949997
1317	other	0.020400055
66	business	0.03602007
66	industry	0.11252007
66	macro	0.18232006
66	government	0.13932008
66	other	0.5298198
203	business	0.06434005
203	industry	0.12074005
203	macro	0.15004005
203	government	0.096240036
203	other	0.56863993
2075	business	0.0
2075	industry	0.21983331
2075	macro	0.29593337
2075	government	0.48423332
2075	other	0.0
11343	business	0.0
11343	industry	0.22440004
11343	macro	0.42850006
11343	government	0.3470999
11343	other	0.0
1550	business	0.0
1550	industry	0.26926666
1550	macro	0.49526662
1550	government	0.23546672
1550	other	0.0
24	business	0.0
24	industry	0.24070008
24	macro	0.26280004
24	government	0.4964999
24	other	0.0
32870	business	0.0
32870	industry	0.26229995
32870	macro	0.5698
32870	government	0.14200005
32870	other	0.025900006
10250	business	0.0
10250	industry	0.31760007
10250	macro	0.48420006
10250	government	0.19819999
10250	other	0.0
2159	business	0.0
2159	industry	0.20745003
2159	macro	0.36454996
2159	government	0.23355004
2159	other	0.19444999
39578	business	0.0
39578	industry	0.11582509
39578	macro	0.303125
39578	government	0.30162498
39578	other	0.279425
96354	business	0.0
96354	industry	0.30443338
96354	macro	0.54153323
96354	government	0.1540334
96354	other	0.0
17999	business	0.0
17999	industry	0.253375
17999	macro	0.26787502
17999	government	0.443075
17999	other	0.03567502
42133	business	0.0
42133	industry	0.32509995
42133	macro	0.4674
42133	government	0.2075
42133	other	0.0
91407	business	0.0018750653
91407	industry	0.27677494
91407	macro	0.5873749
91407	government	0.13397504
91407	other	0.0
70397	business	0.0
70397	industry	0.24849999
70397	macro	0.5680999
70397	government	0.17049998
70397	other	0.012899987
52214	business	0.0
52214	industry	0.25700006
52214	macro	0.5796999
52214	government	0.16330007
52214	other	0.0
56172	business	0.025150023
56172	industry	0.26145
56172	macro	0.5343499
56172	government	0.17905
56172	other	0.0
50838	business	0.007820062
50838	industry	0.22532001
50838	macro	0.36282003
50838	government	0.26681995
50838	other	0.13722003
6393	business	0.0
6393	industry	0.21693338
6393	macro	0.47603333
6393	government	0.30703336
6393	other	0.0
19782	business	0.0
19782	industry	0.22323343
19782	macro	0.53453314
19782	government	0.24223337
19782	other	0.0
37453	business	0.0
37453	industry	0.26510012
37453	macro	0.54369986
37453	government	0.19120002
37453	other	0.0
51228	business	0.0
51228	industry	0.3103
51228	macro	0.4974
51228	government	0.19230005
51228	other	0.0
55292	business	0.0
55292	industry	0.2549001
55292	macro	0.5416999
55292	government	0.20340005
55292	other	0.0
73580	business	0.0
73580	industry	0.26245004
73580	macro	0.45374995
73580	government	0.26594996
73580	other	0.017850034
29994	business	0.0
29994	industry	0.24795005
29994	macro	0.29305
29994	government	0.45845002
29994	other	0.0005499944
334	business	0.0
334	industry	0.254125
334	macro	0.42182493
334	government	0.259125
334	other	0.064925075
16829	business	0.0
16829	industry	0.19793344
16829	macro	0.37493324
16829	government	0.42713332
16829	other	0.0
26853	business	0.079100005
26853	industry	0.27249998
26853	macro	0.36580002
26853	government	0.23469993
26853	other	0.047900014
582	business	0.0
582	industry	0.28307498
582	macro	0.31427503
582	government	0.32117498
582	other	0.08147508
7277	business	0.017399982
7277	industry	0.1443
7277	macro	0.1833
7277	government	0.29200006
7277	other	0.36299998
68959	business	0.0
68959	industry	0.28756675
68959	macro	0.5561666
68959	government	0.15626672
68959	other	0.0
5419	business	0.0
5419	industry	0.21367502
5419	macro	0.554875
5419	government	0.211975
5419	other	0.019475006
71631	business	0.0
71631	industry	0.2115334
71631	macro	0.40613338
71631	government	0.3823333
71631	other	0.0
61646	business	0.0
61646	industry	0.17915004
61646	macro	0.51154983
61646	government	0.28075004
61646	other	0.028550029
21481	business	0.0
21481	industry	0.25696674
21481	macro	0.48676664
21481	government	0.2562667
21481	other	0.0
76649	business	0.0
76649	industry	0.16457506
76649	macro	0.45137495
76649	government	0.38107497
76649	other	0.0029750466
83682	business	0.0
83682	industry	0.21592501
83682	macro	0.57582504
83682	government	0.205625
83682	other	0.0026249886
43627	business	0.0
43627	industry	0.23880002
43627	macro	0.54639995
43627	government	0.14920005
43627	other	0.06560004
409	business	0.0
409	industry	0.2556667
409	macro	0.41096666
409	government	0.33336666
409	other	0.0
6188	business	0.0
6188	industry	0.12442499
6188	macro	0.488625
6188	government	0.29032502
6188	other	0.09662496
879	business	0.0
879	industry	0.25744998
879	macro	0.56955004
879	government	0.16405003
879	other	0.008950017
13929	business	0.0
13929	industry	0.26805
13929	macro	0.55845
13929	government	0.16955002
13929	other	0.0039500073
568	business	0.0
568	industry	0.2296334
568	macro	0.5421332
568	government	0.2282334
568	other	0.0
495	business	0.0
495	industry	0.240875
495	macro	0.568975
495	government	0.179075
495	other	0.01107505
704	business	0.0
704	industry	0.251575
704	macro	0.54147494
704	government	0.18327504
704	other	0.023675077
733	business	0.0
733	industry	0.252
733	macro	0.5769998
733	government	0.14680007
733	other	0.024200052
1482	business	0.0
1482	industry	0.29370004
1482	macro	0.5442999
1482	government	0.16200002
1482	other	0.0
2079	business	0.0
2079	industry	0.26857507
2079	macro	0.5340749
2079	government	0.143175
2079	other	0.05417505
1458	business	0.0
1458	industry	0.22456673
1458	macro	0.5169666
1458	government	0.2584667
1458	other	0.0
31058	business	0.015880048
31058	industry	0.19578004
31058	macro	0.23257998
31058	government	0.34068
31058	other	0.21508002
30092	business	0.0
30092	industry	0.25333345
30092	macro	0.40093333
30092	government	0.34573323
30092	other	0.0
35182	business	0.0
35182	industry	0.30306667
35182	macro	0.43216667
35182	government	0.26476666
35182	other	0.0
19949	business	0.0
19949	industry	0.21200003
19949	macro	0.51469994
19949	government	0.2583
19949	other	0.0150000155
32637	business	0.0
32637	industry	0.251325
32637	macro	0.5622249
32637	government	0.17422503
32637	other	0.012225091
35362	business	0.0
35362	industry	0.2766667
35362	macro	0.5588665
35362	government	0.16446674
35362	other	0.0
24673	business	0.0
24673	industry	0.27242506
24673	macro	0.46282494
24673	government	0.23132502
24673	other	0.033425026
245	business	0.0
245	industry	0.28779998
245	macro	0.2823
245	government	0.3559
245	other	0.07400002
2022	business	0.0
2022	industry	0.19795002
2022	macro	0.53745
2022	government	0.2541499
2022	other	0.010450028
11913	business	0.0
11913	industry	0.24920005
11913	macro	0.53749996
11913	government	0.19630006
11913	other	0.017000042
6200	business	0.0
6200	industry	0.24065003
6200	macro	0.5586499
6200	government	0.18785003
6200	other	0.012850016
35510	business	0.020860016
35510	industry	0.30545998
35510	macro	0.24106002
35510	government	0.34475994
35510	other	0.08786002
58353	business	0.0
58353	industry	0.3200667
58353	macro	0.42186654
58353	government	0.2580667
58353	other	0.0
45296	business	0.0
45296	industry	0.25010008
45296	macro	0.5731999
45296	government	0.17669995
45296	other	0.0
8735	business	0.0
8735	industry	0.27716666
8735	macro	0.45616657
8735	government	0.26666677
8735	other	0.0
