,precision,recall,f1-score,support
currency,0.8,0.8,0.8,5.0
energy,0.9090909090909091,1.0,0.9523809523809523,10.0
housing,0.9047619047619048,0.95,0.926829268292683,20.0
interest,0.8,0.8571428571428571,0.8275862068965517,14.0
jobs,0.9391304347826087,0.9908256880733946,0.9642857142857143,109.0
macro,0.8735632183908046,0.8837209302325582,0.8786127167630058,86.0
market,0.9285714285714286,0.8813559322033898,0.9043478260869565,59.0
none,0.9621848739495799,0.9233870967741935,0.9423868312757202,248.0
other,0.6,0.5,0.5454545454545454,6.0
prices,0.7333333333333333,0.8461538461538461,0.7857142857142857,13.0
retail,0.5,1.0,0.6666666666666666,4.0
wages,0.9285714285714286,0.8125,0.8666666666666667,16.0
accuracy,0.9169491525423729,0.9169491525423729,0.9169491525423729,0.9169491525423729
macro avg,0.8232672942876663,0.8704238625483532,0.8384109733736458,590.0
weighted avg,0.9208065094487239,0.9169491525423729,0.9176326110183586,590.0
