,precision,recall,f1-score,support
energy,1.0,0.2222222222222222,0.36363636363636365,9.0
housing,1.0,1.0,1.0,3.0
interest,1.0,0.75,0.8571428571428571,4.0
jobs,1.0,0.8461538461538461,0.9166666666666666,13.0
macro,0.6666666666666666,1.0,0.8,4.0
market,0.5,1.0,0.6666666666666666,2.0
none,0.8873239436619719,1.0,0.9402985074626866,63.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,1.0
accuracy,0.88,0.88,0.88,0.88
macro avg,0.6726656233698487,0.6464862298195632,0.6160456735083601,100.0
weighted avg,0.8856807511737089,0.88,0.8539010467144795,100.0
