,precision,recall,f1-score,support
currency,0.5714285714285714,0.8,0.6666666666666666,5.0
energy,1.0,0.4,0.5714285714285715,10.0
housing,0.9090909090909091,1.0,0.9523809523809523,20.0
interest,1.0,0.7142857142857143,0.8333333333333333,14.0
jobs,0.9215686274509803,0.8623853211009175,0.8909952606635071,109.0
macro,0.9240506329113924,0.8488372093023255,0.8848484848484849,86.0
market,0.8709677419354839,0.9152542372881356,0.8925619834710744,59.0
none,0.918918918918919,0.9596774193548387,0.9388560157790927,248.0
other,0.2857142857142857,0.3333333333333333,0.30769230769230765,6.0
prices,0.5416666666666666,1.0,0.7027027027027027,13.0
retail,0.3333333333333333,0.25,0.28571428571428575,4.0
wages,0.8181818181818182,0.5625,0.6666666666666666,16.0
accuracy,0.8847457627118644,0.8847457627118644,0.8847457627118644,0.8847457627118644
macro avg,0.7579101254693633,0.7205227695554388,0.7161539359456371,590.0
weighted avg,0.893927931072505,0.8847457627118644,0.8835010501695221,590.0
