,precision,recall,f1-score,support
currency,1.0,0.8,0.888888888888889,5.0
energy,1.0,0.1,0.18181818181818182,10.0
housing,0.9523809523809523,1.0,0.975609756097561,20.0
interest,1.0,0.8571428571428571,0.923076923076923,14.0
jobs,0.9649122807017544,0.990990990990991,0.9777777777777777,111.0
macro,0.9577464788732394,0.7906976744186046,0.8662420382165605,86.0
market,0.859375,0.9322033898305084,0.8943089430894309,59.0
none,0.0,0.0,0.0,0.0
other,0.2222222222222222,0.3333333333333333,0.26666666666666666,6.0
prices,0.48,0.9230769230769231,0.631578947368421,13.0
retail,0.0,0.0,0.0,4.0
wages,1.0,0.375,0.5454545454545454,16.0
accuracy,0.8430232558139535,0.8430232558139535,0.8430232558139535,0.8430232558139535
macro avg,0.7030530778481806,0.5918704307327681,0.5959518890379131,344.0
weighted avg,0.9063823770986794,0.8430232558139535,0.8518316093399727,344.0
