,precision,recall,f1-score,support
currency,0.8,0.8,0.8,5.0
energy,1.0,0.8,0.8888888888888888,10.0
housing,0.9130434782608695,1.0,0.9545454545454546,21.0
interest,0.75,0.8571428571428571,0.8,14.0
jobs,0.9152542372881356,0.9908256880733946,0.9515418502202643,109.0
macro,0.9210526315789473,0.813953488372093,0.8641975308641975,86.0
market,0.9215686274509803,0.7966101694915254,0.8545454545454545,59.0
none,0.950207468879668,0.9233870967741935,0.9366053169734151,248.0
other,0.3076923076923077,0.6666666666666666,0.42105263157894735,6.0
prices,0.7222222222222222,1.0,0.8387096774193549,13.0
retail,0.42857142857142855,0.75,0.5454545454545454,4.0
wages,0.8,0.75,0.7741935483870968,16.0
accuracy,0.8984771573604061,0.8984771573604061,0.8984771573604061,0.8984771573604061
macro avg,0.78580103349538,0.8457154972100609,0.8024779082398014,591.0
weighted avg,0.9110329627322645,0.8984771573604061,0.9016381552321472,591.0
