,precision,recall,f1-score,support
currency,1.0,1.0,1.0,2.0
housing,1.0,0.7142857142857143,0.8333333333333334,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.25,0.2,0.2222222222222222,5.0
macro,1.0,0.782608695652174,0.8780487804878049,23.0
market,0.875,0.7,0.7777777777777778,20.0
none,0.7169811320754716,0.95,0.8172043010752689,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
wages,0.0,0.0,0.0,0.0
accuracy,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411
macro avg,0.44018010291595194,0.3951722190852626,0.4116896740814916,102.0
weighted avg,0.7787180910099889,0.7647058823529411,0.7586597450414733,102.0
