58	good	0.4522
58	poor	0.5291
58	none	0.4478
135	good	0.45
135	poor	0.5393
135	none	0.4318
410	good	0.4481
410	poor	0.5624
410	none	0.392
672	good	0.4831
672	poor	0.5872
672	none	0.3364
195	good	0.4625
195	poor	0.6192
195	none	0.3406
409	good	0.4638
409	poor	0.5968
409	none	0.3584
950	good	0.6278
950	poor	0.6237
950	none	0.2256
530	good	0.4598
530	poor	0.6045
530	none	0.348
6188	good	0.6203
6188	poor	0.6381
6188	none	0.1916
952	good	0.6023
952	poor	0.6598
952	none	0.1987
879	good	0.699
879	poor	0.5797
879	none	0.1863
16612	good	0.6284
16612	poor	0.6376
16612	none	0.1934
18190	good	0.7104
18190	poor	0.5776
18190	none	0.1841
19134	good	0.6814
19134	poor	0.6099
19134	none	0.175
1311	good	0.6711
1311	poor	0.6142
1311	none	0.1729
13929	good	0.5374
13929	poor	0.6673
13929	none	0.225
86954	good	0.4594
86954	poor	0.5453
86954	none	0.3941
568	good	0.5228
568	poor	0.6986
568	none	0.2059
495	good	0.6938
495	poor	0.5906
495	none	0.1793
863	good	0.4601
863	poor	0.5651
863	none	0.3938
704	good	0.6549
704	poor	0.6063
704	none	0.2086
733	good	0.7081
733	poor	0.5747
733	none	0.1899
869	good	0.6079
869	poor	0.6568
869	none	0.1965
1482	good	0.7298
1482	poor	0.5467
1482	none	0.1831
2079	good	0.4569
2079	poor	0.63
2079	none	0.3264
993	good	0.7105
993	poor	0.5671
993	none	0.1915
1458	good	0.5975
1458	poor	0.6432
1458	none	0.1949
6006	good	0.5222
6006	poor	0.6376
6006	none	0.2462
10205	good	0.5372
10205	poor	0.6501
10205	none	0.2365
15674	good	0.4647
15674	poor	0.5801
15674	none	0.3681
7	good	0.4833
7	poor	0.586
7	none	0.3375
31058	good	0.4518
31058	poor	0.5191
31058	none	0.455
89910	good	0.4362
89910	poor	0.505
89910	none	0.4893
1263	good	0.4481
1263	poor	0.5636
1263	none	0.4132
16121	good	0.464
16121	poor	0.5254
16121	none	0.4164
30092	good	0.4461
30092	poor	0.5359
30092	none	0.4225
78753	good	0.4669
78753	poor	0.5977
78753	none	0.2881
4806	good	0.4601
4806	poor	0.5248
4806	none	0.4217
22064	good	0.4712
22064	poor	0.5363
22064	none	0.3959
40041	good	0.45
40041	poor	0.5256
40041	none	0.434
71054	good	0.4684
71054	poor	0.5386
71054	none	0.4057
4167	good	0.5411
4167	poor	0.576
4167	none	0.2783
35182	good	0.4372
35182	poor	0.5196
35182	none	0.4603
1145	good	0.6863
1145	poor	0.6088
1145	none	0.2008
13995	good	0.6681
13995	poor	0.6185
13995	none	0.1818
16853	good	0.5451
16853	poor	0.6819
16853	none	0.2156
2825	good	0.7188
2825	poor	0.5604
2825	none	0.1932
19312	good	0.6859
19312	poor	0.6148
19312	none	0.1959
19497	good	0.6934
19497	poor	0.6039
19497	none	0.1824
19642	good	0.7097
19642	poor	0.5943
19642	none	0.1944
19949	good	0.7137
19949	poor	0.5917
19949	none	0.1875
32637	good	0.6427
32637	poor	0.6505
32637	none	0.193
35362	good	0.6296
35362	poor	0.6688
35362	none	0.1795
24673	good	0.4458
24673	poor	0.6055
24673	none	0.3662
245	good	0.4426
245	poor	0.527
245	none	0.4575
5443	good	0.4359
5443	poor	0.5458
5443	none	0.4398
2022	good	0.4682
2022	poor	0.6948
2022	none	0.2812
4934	good	0.4689
4934	poor	0.7413
4934	none	0.2265
5339	good	0.4938
5339	poor	0.6029
5339	none	0.3486
11913	good	0.4346
11913	poor	0.6219
11913	none	0.3652
14980	good	0.483
14980	poor	0.7227
14980	none	0.2247
30465	good	0.6422
30465	poor	0.6302
30465	none	0.1889
75	good	0.5461
75	poor	0.536
75	none	0.3444
1671	good	0.4313
1671	poor	0.5185
1671	none	0.4741
3439	good	0.4537
3439	poor	0.535
3439	none	0.4304
3224	good	0.4843
3224	poor	0.7374
3224	none	0.2337
6200	good	0.4256
6200	poor	0.7022
6200	none	0.2915
66	good	0.4513
66	poor	0.5324
66	none	0.428
203	good	0.4557
203	poor	0.5335
203	none	0.4133
2075	good	0.4406
2075	poor	0.5369
2075	none	0.4514
11343	good	0.4571
11343	poor	0.5758
11343	none	0.3724
24	good	0.4391
24	poor	0.5328
24	none	0.4248
35510	good	0.4592
35510	poor	0.524
35510	none	0.4307
32870	good	0.6904
32870	poor	0.5929
32870	none	0.1688
58353	good	0.5
58353	poor	0.5636
58353	none	0.3471
10250	good	0.46
10250	poor	0.6082
10250	none	0.3278
2159	good	0.4723
2159	poor	0.5725
2159	none	0.3704
39578	good	0.4646
39578	poor	0.5499
39578	none	0.3998
17999	good	0.4477
17999	poor	0.5328
17999	none	0.4429
42133	good	0.4573
42133	poor	0.5423
42133	none	0.4316
91407	good	0.6415
91407	poor	0.5735
91407	none	0.2556
70397	good	0.5349
70397	poor	0.6068
70397	none	0.2936
52214	good	0.4874
52214	poor	0.5345
52214	none	0.4
56172	good	0.5506
56172	poor	0.5695
56172	none	0.2835
50838	good	0.4482
50838	poor	0.5124
50838	none	0.4617
45296	good	0.6775
45296	poor	0.6002
45296	none	0.1858
6393	good	0.4959
6393	poor	0.5829
6393	none	0.3395
37453	good	0.4493
37453	poor	0.6894
37453	none	0.2637
51228	good	0.4567
51228	poor	0.5457
51228	none	0.4112
8735	good	0.4549
8735	poor	0.5369
8735	none	0.4216
55292	good	0.563
55292	poor	0.6472
55292	none	0.2093
29994	good	0.4419
29994	poor	0.5159
29994	none	0.4585
334	good	0.4554
334	poor	0.5402
334	none	0.4277
16829	good	0.4497
16829	poor	0.5459
16829	none	0.4166
26853	good	0.4554
26853	poor	0.5768
26853	none	0.4088
582	good	0.4509
582	poor	0.5436
582	none	0.4124
68959	good	0.5746
68959	poor	0.6764
68959	none	0.2197
5419	good	0.5908
5419	poor	0.63
5419	none	0.189
61646	good	0.5438
61646	poor	0.6242
61646	none	0.2347
21481	good	0.5073
21481	poor	0.6513
21481	none	0.2536
83682	good	0.6778
83682	poor	0.5796
83682	none	0.1723
43627	good	0.6041
43627	poor	0.652
43627	none	0.1811
