,precision,recall,f1-score,support
currency,0.75,0.6,0.6666666666666666,5.0
energy,0.9090909090909091,1.0,0.9523809523809523,10.0
housing,0.8636363636363636,0.95,0.9047619047619048,20.0
interest,0.75,0.8571428571428571,0.8,14.0
jobs,0.9396551724137931,1.0,0.9688888888888889,109.0
macro,0.8315789473684211,0.9186046511627907,0.8729281767955801,86.0
market,0.8909090909090909,0.8305084745762712,0.8596491228070176,59.0
none,0.9785407725321889,0.9193548387096774,0.9480249480249481,248.0
other,0.6,0.5,0.5454545454545454,6.0
prices,0.75,0.6923076923076923,0.72,13.0
retail,0.5,1.0,0.6666666666666666,4.0
wages,0.9230769230769231,0.75,0.8275862068965517,16.0
accuracy,0.9101694915254237,0.9101694915254237,0.9101694915254237,0.9101694915254237
macro avg,0.8072073482523074,0.8348265428249406,0.8110840066119769,590.0
weighted avg,0.9151064717818204,0.9101694915254237,0.9105141553410673,590.0
