,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.6666666666666666,1.0,0.8,2.0
jobs,1.0,0.8260869565217391,0.9047619047619048,23.0
macro,0.71875,1.0,0.8363636363636363,23.0
market,1.0,0.8695652173913043,0.9302325581395349,23.0
none,0.8666666666666667,0.9811320754716981,0.9203539823008849,53.0
other,0.0,0.0,0.0,2.0
prices,0.0,0.0,0.0,6.0
retail,0.0,0.0,0.0,1.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
macro avg,0.5252083333333333,0.5676784249384742,0.5391712081565961,135.0
weighted avg,0.8207253086419755,0.8666666666666667,0.8357036840373604,135.0
