,precision,recall,f1-score,support
currency,1.0,0.4,0.5714285714285714,5.0
energy,1.0,0.1,0.18181818181818182,10.0
housing,1.0,0.65,0.7878787878787878,20.0
interest,0.9166666666666666,0.7857142857142857,0.8461538461538461,14.0
jobs,0.9622641509433962,0.9357798165137615,0.9488372093023256,109.0
macro,0.6666666666666666,0.8604651162790697,0.751269035532995,86.0
market,0.9354838709677419,0.4915254237288136,0.6444444444444445,59.0
none,0.8013245033112583,0.9758064516129032,0.88,248.0
other,0.0,0.0,0.0,6.0
prices,0.3333333333333333,0.07692307692307693,0.125,13.0
retail,1.0,0.25,0.4,4.0
wages,1.0,0.5,0.6666666666666666,16.0
accuracy,0.8203389830508474,0.8203389830508474,0.8203389830508474,0.8203389830508474
macro avg,0.8013115993240886,0.5021845142309925,0.5669580619354849,590.0
weighted avg,0.827642063832405,0.8203389830508474,0.7973988746402276,590.0
