,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,0.7272727272727273,1.0,0.8421052631578947,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9,1.0,0.9473684210526315,27.0
macro,0.6666666666666666,0.9090909090909091,0.7692307692307693,11.0
market,1.0,0.6428571428571429,0.782608695652174,14.0
none,0.9818181818181818,0.9152542372881356,0.9473684210526315,59.0
prices,1.0,1.0,1.0,3.0
wages,1.0,0.875,0.9333333333333333,8.0
accuracy,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
macro avg,0.9195286195286195,0.9269113654706875,0.913557211497715,132.0
weighted avg,0.9271120293847567,0.9090909090909091,0.9098125241145835,132.0
