,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.5,1.0,0.6666666666666666,2.0
jobs,1.0,1.0,1.0,23.0
macro,0.9565217391304348,0.9565217391304348,0.9565217391304348,23.0
market,1.0,0.8260869565217391,0.9047619047619048,23.0
none,0.9444444444444444,0.9622641509433962,0.9532710280373832,53.0
other,0.6666666666666666,1.0,0.8,2.0
prices,0.8571428571428571,1.0,0.9230769230769231,6.0
retail,0.0,0.0,0.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.9407407407407408,0.9407407407407408,0.9407407407407408,0.9407407407407408
macro avg,0.7924775707384403,0.8744872846595569,0.8204298261673312,135.0
weighted avg,0.9446796002351558,0.9407407407407408,0.9392939493874074,135.0
