,precision,recall,f1-score,support
currency,0.5,1.0,0.6666666666666666,1.0
jobs,0.9473684210526315,0.75,0.8372093023255814,24.0
macro,1.0,0.75,0.8571428571428571,16.0
market,1.0,1.0,1.0,9.0
none,0.8275862068965517,0.9795918367346939,0.897196261682243,49.0
prices,0.75,1.0,0.8571428571428571,3.0
retail,0.0,0.0,0.0,2.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
macro avg,0.6281193284936479,0.6849489795918368,0.6394197431200257,105.0
weighted avg,0.8670339642208971,0.8666666666666667,0.8572192479107126,105.0
