,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,0.8,1.0,0.8888888888888888,8.0
interest,0.5,1.0,0.6666666666666666,1.0
jobs,0.9642857142857143,1.0,0.9818181818181818,27.0
macro,1.0,0.9090909090909091,0.9523809523809523,11.0
market,1.0,0.9285714285714286,0.9629629629629629,14.0
none,0.9655172413793104,0.9491525423728814,0.9572649572649573,59.0
prices,0.75,1.0,0.8571428571428571,3.0
wages,1.0,0.75,0.8571428571428571,8.0
accuracy,0.946969696969697,0.946969696969697,0.946969696969697,0.946969696969697
macro avg,0.8866447728516694,0.9485349866705799,0.9026964804742583,132.0
weighted avg,0.9556911479325272,0.946969696969697,0.9481192769071557,132.0
