,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,1.0,1.0,7.0
interest,0.0,0.0,0.0,2.0
jobs,0.8,0.8,0.8,5.0
macro,0.9130434782608695,0.9130434782608695,0.9130434782608695,23.0
market,0.9473684210526315,0.9,0.9230769230769231,20.0
none,0.8863636363636364,0.975,0.9285714285714286,40.0
other,0.0,0.0,0.0,1.0
prices,0.0,0.0,0.0,0.0
retail,0.0,0.0,0.0,2.0
accuracy,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706
macro avg,0.5546775535677136,0.508804347826087,0.5231358496575889,102.0
weighted avg,0.8666854301529224,0.8823529411764706,0.8719385189973426,102.0
