,precision,recall,f1-score,support
currency,1.0,0.5,0.6666666666666666,2.0
housing,1.0,0.5,0.6666666666666666,2.0
interest,1.0,1.0,1.0,7.0
jobs,0.9565217391304348,0.55,0.6984126984126985,40.0
macro,0.8823529411764706,0.7142857142857143,0.7894736842105262,21.0
market,1.0,1.0,1.0,14.0
none,0.3541666666666667,0.9444444444444444,0.5151515151515151,18.0
other,1.0,0.3333333333333333,0.5,3.0
prices,0.5,1.0,0.6666666666666666,3.0
wages,1.0,0.38461538461538464,0.5555555555555556,13.0
accuracy,0.6991869918699187,0.6991869918699187,0.6991869918699187,0.6991869918699187
macro avg,0.8693041346973572,0.6926678876678877,0.7058593453330295,123.0
weighted avg,0.8590673278855551,0.6991869918699187,0.716886759890611,123.0
