,precision,recall,f1-score,support
currency,0.0,0.0,0.0,0.0
energy,1.0,1.0,1.0,1.0
housing,0.8888888888888888,1.0,0.9411764705882353,8.0
interest,1.0,1.0,1.0,1.0
jobs,1.0,0.8148148148148148,0.8979591836734693,27.0
macro,1.0,0.8181818181818182,0.9,11.0
market,1.0,0.9285714285714286,0.962962962962963,14.0
none,0.8985507246376812,0.9841269841269841,0.9393939393939393,63.0
prices,0.75,1.0,0.8571428571428571,3.0
wages,0.0,0.0,0.0,1.0
accuracy,0.9224806201550387,0.9224806201550387,0.9224806201550387,0.9224806201550387
macro avg,0.753743961352657,0.7545695045695046,0.7498635413761463,129.0
weighted avg,0.9299985020409691,0.9224806201550387,0.9217754880513007,129.0
