,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,1.0,0.75,0.8571428571428571,8.0
interest,1.0,1.0,1.0,1.0
jobs,0.9259259259259259,0.9259259259259259,0.9259259259259259,27.0
macro,0.5,0.8181818181818182,0.6206896551724138,11.0
market,1.0,0.35714285714285715,0.5263157894736842,14.0
none,0.8529411764705882,0.9830508474576272,0.9133858267716536,59.0
prices,0.0,0.0,0.0,3.0
wages,1.0,0.75,0.8571428571428571,8.0
accuracy,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909
macro avg,0.8087630113773905,0.7315890498564698,0.744511434625488,132.0
weighted avg,0.854723707664884,0.8409090909090909,0.8242428541919804,132.0
