,precision,recall,f1-score,support
currency,0.0,0.0,0.0,2.0
housing,1.0,0.5,0.6666666666666666,2.0
interest,0.8333333333333334,1.0,0.9090909090909091,5.0
jobs,0.9523809523809523,0.975609756097561,0.963855421686747,41.0
macro,0.75,0.72,0.7346938775510204,25.0
market,0.0,0.0,0.0,0.0
none,0.7317073170731707,0.9090909090909091,0.8108108108108109,33.0
other,0.0,0.0,0.0,2.0
prices,0.0,0.0,0.0,3.0
retail,0.5,1.0,0.6666666666666666,1.0
wages,1.0,0.5714285714285714,0.7272727272727273,7.0
accuracy,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
macro avg,0.5243110547988596,0.5160117487833674,0.49809609815868616,121.0
weighted avg,0.790170472542978,0.8181818181818182,0.7956904100913433,121.0
