,precision,recall,f1-score,support
energy,1.0,1.0,1.0,1.0
housing,0.8,0.5,0.6153846153846154,8.0
interest,1.0,1.0,1.0,1.0
jobs,1.0,0.5185185185185185,0.6829268292682926,27.0
macro,1.0,0.8181818181818182,0.9,11.0
market,1.0,0.9285714285714286,0.962962962962963,14.0
none,0.7560975609756098,0.9841269841269841,0.8551724137931035,63.0
prices,0.75,1.0,0.8571428571428571,3.0
wages,0.0,0.0,0.0,1.0
accuracy,0.8294573643410853,0.8294573643410853,0.8294573643410853,0.8294573643410853
macro avg,0.8117886178861788,0.7499331943776388,0.7637321865057591,129.0
weighted avg,0.8549158631121194,0.8294573643410853,0.8154331274046233,129.0
