,precision,recall,f1-score,support
currency,0.0,0.0,0.0,2.0
housing,1.0,0.5,0.6666666666666666,2.0
interest,1.0,1.0,1.0,5.0
jobs,0.9512195121951219,0.9512195121951219,0.9512195121951219,41.0
macro,0.72,0.72,0.72,25.0
market,0.0,0.0,0.0,0.0
none,0.6976744186046512,0.9090909090909091,0.7894736842105263,33.0
other,0.0,0.0,0.0,2.0
prices,0.0,0.0,0.0,3.0
retail,0.5,1.0,0.6666666666666666,1.0
wages,1.0,0.42857142857142855,0.6,7.0
accuracy,0.8016528925619835,0.8016528925619835,0.8016528925619835,0.8016528925619835
macro avg,0.5335358118908885,0.5008074408961327,0.49036604815808915,121.0
weighted avg,0.781183932346723,0.8016528925619835,0.7789473684210528,121.0
