,precision,recall,f1-score,support
currency,0.6666666666666666,0.8,0.7272727272727272,5.0
energy,1.0,0.4,0.5714285714285715,10.0
housing,0.9090909090909091,1.0,0.9523809523809523,20.0
interest,1.0,0.8571428571428571,0.923076923076923,14.0
jobs,0.9174311926605505,0.9174311926605505,0.9174311926605505,109.0
macro,0.9382716049382716,0.8837209302325582,0.9101796407185628,86.0
market,0.873015873015873,0.9322033898305084,0.9016393442622951,59.0
none,0.9446640316205533,0.9637096774193549,0.9540918163672655,248.0
other,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0
prices,0.6190476190476191,1.0,0.7647058823529412,13.0
retail,0.3333333333333333,0.25,0.28571428571428575,4.0
wages,0.9,0.5625,0.6923076923076923,16.0
accuracy,0.9067796610169492,0.9067796610169492,0.9067796610169492,0.9067796610169492
macro avg,0.7862378803089259,0.7416701150515967,0.7444635301563417,590.0
weighted avg,0.9114780987637779,0.9067796610169492,0.9043546489560464,590.0
