,precision,recall,f1-score,support
currency,1.0,1.0,1.0,1.0
interest,0.5,1.0,0.6666666666666666,2.0
jobs,1.0,0.8695652173913043,0.9302325581395349,23.0
macro,0.88,0.9565217391304348,0.9166666666666666,23.0
market,1.0,0.8260869565217391,0.9047619047619048,23.0
none,0.9107142857142857,0.9622641509433962,0.9357798165137615,53.0
other,1.0,1.0,1.0,2.0
prices,0.8571428571428571,1.0,0.9230769230769231,6.0
retail,0.0,0.0,0.0,1.0
wages,1.0,1.0,1.0,1.0
accuracy,0.9185185185185185,0.9185185185185185,0.9185185185185185,0.9185185185185185
macro avg,0.8147857142857143,0.8614438063986875,0.8277184535825457,135.0
weighted avg,0.9233386243386242,0.9185185185185185,0.9167135639043754,135.0
